Gene	FDR	RANKS_score
HNRNPK	2.81869849051677e-05	-3.34946744806845
UXT	2.81869849051677e-05	-3.34856170777162
NCBP2	2.81869849051677e-05	-3.34789110147646
MRPL23	2.81869849051677e-05	-3.34086836819357
SON	2.81869849051677e-05	-3.34083731775282
PET117	2.81869849051677e-05	-3.33964360794807
REXO2	2.81869849051677e-05	-3.33912730648637
TERF2	2.81869849051677e-05	-3.33807009479573
MED7	2.81869849051677e-05	-3.33694996170869
NDUFA11	2.81869849051677e-05	-3.33679325595348
NDUFS5	2.81869849051677e-05	-3.33439486845334
MRPL43	2.81869849051677e-05	-3.33347927947509
CDC123	2.81869849051677e-05	-3.33243456289265
HK2	2.81869849051677e-05	-3.33242056586454
CEP192	2.81869849051677e-05	-3.33178619202656
MCUR1	2.81869849051677e-05	-3.33143134122624
NUP214	2.81869849051677e-05	-3.33128298064845
ZC3H18	2.81869849051677e-05	-3.33073796595793
NDNL2	2.81869849051677e-05	-3.32165710023503
VPS28	2.81869849051677e-05	-3.3214060705848
DPY30	2.81869849051677e-05	-3.31791291117222
TADA3	2.81869849051677e-05	-3.31587470822641
CLP1	2.81869849051677e-05	-3.31140968349423
TAF1	2.81869849051677e-05	-3.30369566863251
WDR75	2.81869849051677e-05	-3.30095276406566
SMARCA4	2.81869849051677e-05	-3.29794572452348
TUBGCP2	2.81869849051677e-05	-3.29708683846637
OTUD5	2.81869849051677e-05	-3.29621502330864
DCPS	2.81869849051677e-05	-3.29524623683579
EEFSEC	2.81869849051677e-05	-3.29457876305507
EIF2B3	2.81869849051677e-05	-3.29336737804265
TSEN54	2.81869849051677e-05	-3.29290518723582
MRPL45	2.81869849051677e-05	-3.29289024556614
CCDC84	2.81869849051677e-05	-3.29213460314197
UBA52	2.81869849051677e-05	-3.29189468725371
XPNPEP3	2.81869849051677e-05	-3.28753325053441
BCL2L1	2.81869849051677e-05	-3.27933716768417
CMTR1	2.81869849051677e-05	-3.27905898877613
ERCC1	2.81869849051677e-05	-3.27588517315406
CTDP1	2.81869849051677e-05	-3.27456072700682
FNTB	2.81869849051677e-05	-3.27175652912639
CSTF3	2.81869849051677e-05	-3.27154268957886
RAD51C	2.81869849051677e-05	-3.26961387833393
PGK1	2.81869849051677e-05	-3.26871580373996
MRPS5	2.81869849051677e-05	-3.26741709207884
CIRH1A	2.81869849051677e-05	-3.26411654889453
MED20	2.81869849051677e-05	-3.26347451880071
HEATR1	2.81869849051677e-05	-3.25904950310896
EARS2	2.81869849051677e-05	-3.25633992174446
PCF11	2.81869849051677e-05	-3.25365426164301
BRD4	2.81869849051677e-05	-3.25318032453929
MRPL13	2.81869849051677e-05	-3.25287880836174
NDC1	2.81869849051677e-05	-3.25256597644358
TIMM23	2.81869849051677e-05	-3.25126770364688
TSR1	2.81869849051677e-05	-3.25011450168951
SRRM2	2.81869849051677e-05	-3.241662846645
ATP5B	2.81869849051677e-05	-3.23747142930328
SNRNP70	2.81869849051677e-05	-3.23594631132753
MCL1	2.81869849051677e-05	-3.23441581092116
MRPS35	2.81869849051677e-05	-3.23143393797797
CDC37	2.81869849051677e-05	-3.22992109250888
BCS1L	2.81869849051677e-05	-3.22503019872482
NUMA1	2.81869849051677e-05	-3.22183399850368
RPUSD4	2.81869849051677e-05	-3.22166952511254
GPN1	2.81869849051677e-05	-3.22119902308981
TBL3	2.81869849051677e-05	-3.21332795244303
ECT2	2.81869849051677e-05	-3.21323243179658
FANCG	2.81869849051677e-05	-3.21160477576939
MAK16	2.81869849051677e-05	-3.21103583954369
PSTK	2.81869849051677e-05	-3.20936590594958
VMP1	2.81869849051677e-05	-3.20919575167182
ABCB7	2.81869849051677e-05	-3.20654159505425
POLR1C	2.81869849051677e-05	-3.20403153791313
NUP153	2.81869849051677e-05	-3.20203368459585
ALYREF	2.81869849051677e-05	-3.20154094454826
NUP54	2.81869849051677e-05	-3.19784086002247
MPV17L2	2.81869849051677e-05	-3.19737492201458
CCT6A	2.81869849051677e-05	-3.19513046707295
TOMM20	2.81869849051677e-05	-3.19173674020015
ATP5D	2.81869849051677e-05	-3.19071329266063
DDX1	2.81869849051677e-05	-3.18882553692183
MRPL39	2.81869849051677e-05	-3.18832871770297
SPATA5L1	2.81869849051677e-05	-3.18738045921171
HTATSF1	2.81869849051677e-05	-3.18665915009379
SMARCB1	2.81869849051677e-05	-3.18621293743803
EXOSC5	2.81869849051677e-05	-3.18617939363608
VRK1	2.81869849051677e-05	-3.1837137769826
DMAP1	2.81869849051677e-05	-3.18332380419546
ERH	2.81869849051677e-05	-3.18044671115615
ANAPC5	2.81869849051677e-05	-3.17963287436522
CHMP4B	2.81869849051677e-05	-3.17893088144445
ALG2	2.81869849051677e-05	-3.17812503231319
KIAA0141	2.81869849051677e-05	-3.17537112688729
RNPC3	2.81869849051677e-05	-3.17444454317271
IARS2	2.81869849051677e-05	-3.17105949721652
GPN3	2.81869849051677e-05	-3.16973991181863
CHERP	2.81869849051677e-05	-3.16835212638048
POP7	2.81869849051677e-05	-3.16367397679325
PPP1R10	2.81869849051677e-05	-3.16353241156945
CDK13	2.81869849051677e-05	-3.16145084503282
MRPS18A	2.81869849051677e-05	-3.15984333488212
KANSL2	2.81869849051677e-05	-3.15955660858763
SAE1	2.81869849051677e-05	-3.1588951809898
MAGOH	2.81869849051677e-05	-3.15637117972526
PPCDC	2.81869849051677e-05	-3.15165357309298
POP1	2.81869849051677e-05	-3.14720881261102
IMP3	2.81869849051677e-05	-3.14688497748167
MRPL3	2.81869849051677e-05	-3.14427394505179
SUPT5H	2.81869849051677e-05	-3.14415734245554
CENPI	2.81869849051677e-05	-3.141963101894
DDX28	2.81869849051677e-05	-3.14191206819853
RFT1	2.81869849051677e-05	-3.14123422053773
DGCR8	2.81869849051677e-05	-3.14082244582759
CLNS1A	2.81869849051677e-05	-3.14045703974131
RPP14	2.81869849051677e-05	-3.13903304922599
PPP1CB	2.81869849051677e-05	-3.13576405439796
NUP133	2.81869849051677e-05	-3.13261583726913
TBCD	2.81869849051677e-05	-3.13190021080442
C17orf70	2.81869849051677e-05	-3.13141761674667
MRPL47	2.81869849051677e-05	-3.12969576100639
ZBTB11	2.81869849051677e-05	-3.12592320714498
ATP5A1	2.81869849051677e-05	-3.12378365661716
RNF4	2.81869849051677e-05	-3.1237619346842
NUP43	2.81869849051677e-05	-3.12250842604117
RRP1	2.81869849051677e-05	-3.12091793779074
MED12	2.81869849051677e-05	-3.11797873074851
HSCB	4.9705807790674e-05	-3.56902119057633
RARS2	4.9705807790674e-05	-3.51582327248156
MRPL38	4.9705807790674e-05	-3.5152059116714
PSMD3	4.9705807790674e-05	-3.50253459506442
ARMC7	4.9705807790674e-05	-3.49704748628677
SRBD1	4.9705807790674e-05	-3.49699565675095
TPX2	4.9705807790674e-05	-3.49340693760586
TRIM52	4.9705807790674e-05	-3.49005849121505
SURF6	4.9705807790674e-05	-3.47947049044265
GTPBP4	4.9705807790674e-05	-3.46706245292493
ZFR	4.9705807790674e-05	-3.46646122740883
PTPN23	4.9705807790674e-05	-3.46160440195465
POLR2E	4.9705807790674e-05	-3.43185432234215
MRPL4	4.9705807790674e-05	-3.42338692793784
AK6	4.9705807790674e-05	-3.32855959196046
COX15	4.9705807790674e-05	-3.31804614751828
RACGAP1	4.9705807790674e-05	-3.31412869013645
ZNF592	4.9705807790674e-05	-3.30892417282582
TOMM40	4.9705807790674e-05	-3.30579844280094
DYNC1H1	4.9705807790674e-05	-3.30436490328915
METTL1	4.9705807790674e-05	-3.3037733571421
PTPMT1	4.9705807790674e-05	-3.30198489669002
CCT3	4.9705807790674e-05	-3.29693285104009
MRPL14	4.9705807790674e-05	-3.29185778660697
EIF1AD	4.9705807790674e-05	-3.29136232408216
GINS1	4.9705807790674e-05	-3.28523199927922
CDK1	4.9705807790674e-05	-3.28521007074027
SMC2	4.9705807790674e-05	-3.2837414594798
PSMA3	4.9705807790674e-05	-3.28230724749345
SKIV2L2	4.9705807790674e-05	-3.27639240636747
SAMM50	4.9705807790674e-05	-3.26983491595914
NCAPD2	4.9705807790674e-05	-3.26928618491761
TRNT1	4.9705807790674e-05	-3.26518579349235
RPS5	4.9705807790674e-05	-3.26216728365768
TAF1C	4.9705807790674e-05	-3.2603270339887
SF3B5	4.9705807790674e-05	-3.26010163556442
NUP188	4.9705807790674e-05	-3.25948971173921
NMNAT1	4.9705807790674e-05	-3.25459474726428
RBM19	4.9705807790674e-05	-3.25395025866869
CCND3	4.9705807790674e-05	-3.25182601564023
DCAF7	4.9705807790674e-05	-3.24819330637617
OSBP	4.9705807790674e-05	-3.24665483164752
ATP6AP2	4.9705807790674e-05	-3.24479368873293
HMGXB3	4.9705807790674e-05	-3.24118577929514
NUP160	4.9705807790674e-05	-3.23954704642952
LIPT1	4.9705807790674e-05	-3.23814407002717
RPS21	4.9705807790674e-05	-3.23494678367457
DOHH	4.9705807790674e-05	-3.23191586613727
DNAJC9	4.9705807790674e-05	-3.22973676262744
POLD1	4.9705807790674e-05	-3.22736319027449
COPS5	4.9705807790674e-05	-3.22416712296409
NAE1	4.9705807790674e-05	-3.21951058171411
SNRPD1	4.9705807790674e-05	-3.21536790628157
PSMC6	4.9705807790674e-05	-3.21430515826079
COPG1	4.9705807790674e-05	-3.21210486808499
NUP62	4.9705807790674e-05	-3.2120515148673
PSMB2	4.9705807790674e-05	-3.20853368757089
AAMP	4.9705807790674e-05	-3.2080137433918
SMC5	4.9705807790674e-05	-3.20439995858751
GTF3A	4.9705807790674e-05	-3.19448441930893
WDR55	4.9705807790674e-05	-3.1917840873374
AATF	4.9705807790674e-05	-3.18957805415903
WAPAL	4.9705807790674e-05	-3.11352572778541
CDK6	4.9705807790674e-05	-3.11320958306037
TMX2	4.9705807790674e-05	-3.11171720949367
TAF6	4.9705807790674e-05	-3.10991169494521
U2AF2	4.9705807790674e-05	-3.1088999434791
UQCRFS1	4.9705807790674e-05	-3.1080715104127
SDAD1	4.9705807790674e-05	-3.10646400693653
TADA2B	4.9705807790674e-05	-3.10620225397567
SNIP1	4.9705807790674e-05	-3.1045468491204
SETD2	4.9705807790674e-05	-3.10313419259851
PAM16	4.9705807790674e-05	-3.10196730602825
SNORD95	4.9705807790674e-05	-3.1008302666026
CSTF1	4.9705807790674e-05	-3.09897308091488
COPA	4.9705807790674e-05	-3.09864996411788
CCNA2	4.9705807790674e-05	-3.09566693949573
PET112	4.9705807790674e-05	-3.09552950421572
TCEB3C	4.9705807790674e-05	-3.09280483474787
CDCA3	4.9705807790674e-05	-3.08817829097441
HJURP	4.9705807790674e-05	-3.08790891759083
MRPS18B	4.9705807790674e-05	-3.08247319682833
PWP1	4.9705807790674e-05	-3.08125514746521
PPAN-P2RY11	4.9705807790674e-05	-3.07970519628279
PPAN	4.9705807790674e-05	-3.07970519628279
SUGP1	4.9705807790674e-05	-3.07627966503291
PTCD3	4.9705807790674e-05	-3.07251928920031
NIPBL	4.9705807790674e-05	-3.07239595828132
SRSF3	4.9705807790674e-05	-3.06935023394334
ACTR10	4.9705807790674e-05	-3.0683064198503
EEF1A1	7.0745618144807e-05	-3.82190035087893
EIF5B	7.0745618144807e-05	-3.56284394539759
MRPL17	7.0745618144807e-05	-3.55714587261356
CDS2	7.0745618144807e-05	-3.42098282289971
WASH1	7.0745618144807e-05	-3.40727172994815
KAT5	7.0745618144807e-05	-3.39592885373202
CKAP5	7.0745618144807e-05	-3.39050887298461
RPS19	7.0745618144807e-05	-3.37299414031962
ATR	7.0745618144807e-05	-3.18283597461572
WNK1	7.0745618144807e-05	-3.18158345142811
NOL9	7.0745618144807e-05	-3.17962673879153
RPL38	7.0745618144807e-05	-3.17232866379507
KIN	7.0745618144807e-05	-3.17193448684369
POLR3K	7.0745618144807e-05	-3.16656631546683
ARGLU1	7.0745618144807e-05	-3.16610976226755
POT1	7.0745618144807e-05	-3.16290789035907
DDX20	7.0745618144807e-05	-3.15789898984921
NOL10	7.0745618144807e-05	-3.14980131753069
C19orf53	7.0745618144807e-05	-3.14362875703882
ZNHIT2	7.0745618144807e-05	-3.14350427049456
SF3A2	7.0745618144807e-05	-3.06739682546656
HAUS7	7.0745618144807e-05	-3.05806184024461
OPA1	7.0745618144807e-05	-3.0577213585098
MIPEP	7.0745618144807e-05	-3.05759667388022
MTPAP	7.0745618144807e-05	-3.05652650067175
ATAD5	7.0745618144807e-05	-3.05543689379585
NDUFB10	7.0745618144807e-05	-3.05453825240544
FAM210A	7.0745618144807e-05	-3.05370381422065
TUT1	7.0745618144807e-05	-3.05040675358159
IBA57	7.0745618144807e-05	-3.05020725030226
EIF2B5	7.0745618144807e-05	-3.04997295715638
RIOK2	7.0745618144807e-05	-3.0486702649066
MNT	7.0745618144807e-05	-3.04744561592803
MRPS6	7.0745618144807e-05	-3.04664694147737
DARS	7.0745618144807e-05	-3.04446534670501
EMC3	7.0745618144807e-05	-3.04401777729556
LONP1	7.0745618144807e-05	-3.04185490881595
HAUS4	7.0745618144807e-05	-3.04125344655348
SMARCA5	7.0745618144807e-05	-3.03694195725228
MICU1	7.0745618144807e-05	-3.03613618118167
NDUFAB1	7.0745618144807e-05	-3.03533816288918
INTS5	8.97380910735252e-05	-3.36180995634691
NDUFB8	8.97380910735252e-05	-3.35653821038439
GLE1	8.97380910735252e-05	-3.35311506644153
CDT1	8.97380910735252e-05	-3.35176675597966
POLA1	8.97380910735252e-05	-3.35126373888469
MYB	8.97380910735252e-05	-3.34744375054089
PSMB7	8.97380910735252e-05	-3.32901180215487
RPS2	8.97380910735252e-05	-3.31540326931959
NXF1	8.97380910735252e-05	-3.3123705574367
ALG11	8.97380910735252e-05	-3.14012065001693
UBE2M	8.97380910735252e-05	-3.13418744264535
SOD1	8.97380910735252e-05	-3.12651403748115
BTAF1	8.97380910735252e-05	-3.12641212684202
DIDO1	8.97380910735252e-05	-3.11353388993891
YAE1D1	8.97380910735252e-05	-3.1129662792476
HUWE1	8.97380910735252e-05	-3.0331072678789
GNL3L	8.97380910735252e-05	-3.03235621813392
SLC25A26	8.97380910735252e-05	-3.03148927402939
GTF3C3	8.97380910735252e-05	-3.03105173727871
E4F1	8.97380910735252e-05	-3.03038406147299
RPL4	8.97380910735252e-05	-3.0288933726853
PPIL2	8.97380910735252e-05	-3.0279012648808
C16orf59	8.97380910735252e-05	-3.02503415292975
UROS	8.97380910735252e-05	-3.02478311498106
TOP1MT	8.97380910735252e-05	-3.02307908275672
RBX1	8.97380910735252e-05	-3.02124323194478
FANCD2	8.97380910735252e-05	-3.02100137556718
C14orf80	8.97380910735252e-05	-3.02093661262692
HNRNPL	8.97380910735252e-05	-3.02019085647732
ETF1	8.97380910735252e-05	-3.02000218826787
TEN1	8.97380910735252e-05	-3.01968139430755
NDUFS2	8.97380910735252e-05	-3.01959935359522
CPSF6	8.97380910735252e-05	-3.01836338560219
NELFA	8.97380910735252e-05	-3.0179522822908
MED23	8.97380910735252e-05	-3.01572690470811
HUS1	8.97380910735252e-05	-3.01539380839105
TRAPPC11	8.97380910735252e-05	-3.01499764842537
MASTL	8.97380910735252e-05	-3.01475919445491
C1orf109	8.97380910735252e-05	-3.00797356570557
ARCN1	8.97380910735252e-05	-3.00613397687218
NUP88	8.97380910735252e-05	-3.00501899676993
SART1	0.000107944967630606	-3.3034037250635
PNO1	0.000107944967630606	-3.28402267532942
CLPX	0.000107944967630606	-3.10713652790704
ATP6V1F	0.000107944967630606	-3.10497199040808
PFDN6	0.000107944967630606	-3.10469680174467
FARS2	0.000107944967630606	-3.10080805068528
ATP6V1E1	0.000107944967630606	-3.10052025947403
PRPF39	0.000107944967630606	-3.09694779945695
MMS22L	0.000107944967630606	-3.09643293473043
GTF3C4	0.000107944967630606	-3.09611496441177
MED14	0.000107944967630606	-3.09498122520518
FKBPL	0.000107944967630606	-3.00181042549167
MCMBP	0.000107944967630606	-3.0015694349304
NHP2	0.000107944967630606	-3.00058910151263
C9orf78	0.000107944967630606	-2.99769870975935
UBTF	0.000107944967630606	-2.99681637069192
CCNT1	0.000107944967630606	-2.99544154174695
SNAP23	0.000107944967630606	-2.99395196127766
PAF1	0.000107944967630606	-2.99327260573725
DIS3	0.000107944967630606	-2.98894243410576
GADD45GIP1	0.000107944967630606	-2.98831999347846
MRPS16	0.000107944967630606	-2.98826938101872
EXOC3	0.000107944967630606	-2.98805279008339
SPC25	0.000107944967630606	-2.98469852538645
RPN2	0.000107944967630606	-2.98449983602397
UBE2T	0.000107944967630606	-2.98244800333544
FDPS	0.000107944967630606	-2.98077832235908
NUP205	0.000107944967630606	-2.98041826330555
DAXX	0.000107944967630606	-2.98040739422036
RNF168	0.000107944967630606	-2.98021089649905
DHX16	0.000107944967630606	-2.97768796920794
WDR1	0.000107944967630606	-2.97640393005686
PFKP	0.000107944967630606	-2.97451845351943
DAD1	0.000126499046134056	-3.2826245851665
HMGCS1	0.000126499046134056	-3.28130096812772
DONSON	0.000126499046134056	-3.27786041221306
DDX41	0.000126499046134056	-3.27723027892561
PNPLA8	0.000126499046134056	-3.2760812217761
HMHA1	0.000126499046134056	-3.09033787333593
ATP5J2-PTCD1	0.000126499046134056	-3.08741455047085
PTCD1	0.000126499046134056	-3.08741455047085
COQ4	0.000126499046134056	-3.08702248161088
ERAL1	0.000126499046134056	-3.08362846619923
ZMYND8	0.000126499046134056	-3.08077341639137
NSMCE2	0.000126499046134056	-2.967987398445
TRNAU1AP	0.000126499046134056	-2.96663237568175
PPAT	0.000126499046134056	-2.96592362235321
HEATR2	0.000126499046134056	-2.96529137433157
NUBPL	0.000126499046134056	-2.96379521696407
DDX10	0.000126499046134056	-2.96318151733992
POLR2H	0.000126499046134056	-2.95700815773644
ZMAT2	0.000126499046134056	-2.95595661830374
DCTN2	0.000126499046134056	-2.95156615321584
MRPS12	0.000126499046134056	-2.95117566191903
RPL23A	0.000144203603193186	-4.58115359226192
SLC25A51	0.000144203603193186	-3.24363089353563
DHX8	0.000144203603193186	-3.24349910985551
ORC1	0.000144203603193186	-3.07897364098545
ARFRP1	0.000144203603193186	-3.07298664179692
COX14	0.000144203603193186	-3.07242485872535
RTTN	0.000144203603193186	-3.07199360845232
PSMA2	0.000144203603193186	-3.06437732204305
DDX6	0.000144203603193186	-2.94802017177756
MRTO4	0.000144203603193186	-2.94652271581718
CMIP	0.000144203603193186	-2.94593349641602
KAT8	0.000144203603193186	-2.94588017026851
GABPB1	0.000144203603193186	-2.94330606859918
CHCHD1	0.000144203603193186	-2.94214529864422
FUBP1	0.000144203603193186	-2.94110600186606
C19orf43	0.000144203603193186	-2.94045493870974
ACAD9	0.000144203603193186	-2.94004968603735
DDX19A	0.000144203603193186	-2.93885458128226
ELP6	0.000144203603193186	-2.93718377538597
MAD2L2	0.000144203603193186	-2.93399657316209
MED11	0.000144203603193186	-2.93393311825014
GARS	0.00016337719122078	-3.43323344719028
RPS20	0.00016337719122078	-3.23202503111092
MRPL52	0.00016337719122078	-3.05977967321347
SLC25A1	0.00016337719122078	-3.05748258824252
WDR24	0.00016337719122078	-3.05545028820266
SFPQ	0.00016337719122078	-3.05246430317545
ATP6V0D1	0.00016337719122078	-3.04895802339073
DHPS	0.00016337719122078	-3.04812968260943
SNRPE	0.00018163829289216	-3.39232400180095
RBM25	0.00018163829289216	-3.212205198673
ATP6V1D	0.00018163829289216	-3.04312176091809
SPATA5	0.00018163829289216	-2.92527682495094
THAP11	0.00018163829289216	-2.92428141226486
NUBP2	0.00018163829289216	-2.92426173139593
ZBTB17	0.00018163829289216	-2.9229172413953
DDB1	0.00018163829289216	-2.92238553404278
SNRPC	0.00018163829289216	-2.92023800326357
RPA3	0.00018163829289216	-2.91424140572362
SMC4	0.00018163829289216	-2.91327215108593
FANCI	0.000199264816704498	-3.20617592384675
GFPT1	0.000199264816704498	-3.2039143785489
TTK	0.000199264816704498	-3.19705304790827
PPA1	0.000199264816704498	-3.19282411807372
CARS2	0.000199264816704498	-3.03179001783874
NDUFA9	0.000199264816704498	-2.91073619112835
NAT10	0.000199264816704498	-2.91049357026758
MED24	0.000199264816704498	-2.90930506767919
PWP2	0.000199264816704498	-2.90923656291368
CDC27	0.000199264816704498	-2.90755434328963
MRPL44	0.000199264816704498	-2.90629679346201
C1QBP	0.000199264816704498	-2.90608915797421
MRGBP	0.000216001100837971	-3.375052225243
EP300	0.000216001100837971	-3.36811531189336
SEC61A1	0.000216001100837971	-3.18526593940612
WDR12	0.000216001100837971	-3.18499517884878
RAD21	0.000216001100837971	-3.18482689708994
WDR36	0.000216001100837971	-3.02857969891793
MRPL49	0.000216001100837971	-3.02787781764756
PMPCB	0.000216001100837971	-3.0254678322406
C16orf72	0.000216001100837971	-2.90576420320147
PSMD2	0.000216001100837971	-2.90544211657331
MTF1	0.000216001100837971	-2.9033152796384
PSMB1	0.000216001100837971	-2.9008814466847
TUBG1	0.000216001100837971	-2.8987427742675
ISCA2	0.000216001100837971	-2.89740838192722
SMG7	0.000232257200662927	-3.35645287899248
MNAT1	0.000232257200662927	-3.17896173942426
RARS	0.000232257200662927	-3.17474539867487
C15orf41	0.000232257200662927	-3.17468905810204
POLR2F	0.000232257200662927	-3.01605578520838
COG4	0.000232257200662927	-3.01440412102118
NOP58	0.000232257200662927	-2.89344653089955
RPF2	0.000232257200662927	-2.89109283422156
NDUFA2	0.000232257200662927	-2.89087557656267
NDUFB11	0.000232257200662927	-2.89009308733085
RPLP0	0.000232257200662927	-2.88601663453627
ATRIP	0.000232257200662927	-2.88545048253442
GPX4	0.000232257200662927	-2.88518784870496
MSTO1	0.000232257200662927	-2.88468885505691
PRPF4	0.000248053489517548	-3.16512469489607
UTP3	0.000248053489517548	-3.01197739497299
MTIF2	0.000248053489517548	-3.01076837974399
PSMD7	0.000248053489517548	-3.01066600058752
EIF5	0.000248053489517548	-3.00683824474835
TRAPPC5	0.000248053489517548	-2.88394144482666
SRD5A3	0.000248053489517548	-2.88386251081869
CWC22	0.000248053489517548	-2.88334339361415
PDCD2	0.000248053489517548	-2.87916734667136
MRPL46	0.000248053489517548	-2.87882263510327
RBBP5	0.000248053489517548	-2.87697833775291
DDX5	0.000248053489517548	-2.87630335410575
MRPL15	0.000248053489517548	-2.87164278936463
FANCA	0.000248053489517548	-2.8706219282082
CYCS	0.00026314743500179	-3.16234585484916
MIS18BP1	0.00026314743500179	-3.16138369156664
BCCIP	0.00026314743500179	-3.16098866932523
SYVN1	0.00026314743500179	-3.16016313790983
ZNF335	0.00026314743500179	-2.99923530249617
NRBP1	0.00026314743500179	-2.99616240820864
PNISR	0.00026314743500179	-2.86747648413896
HNRNPU	0.00026314743500179	-2.86684127517594
GINS4	0.00026314743500179	-2.86499978602874
COPS6	0.00026314743500179	-2.86195790732394
CDC23	0.00026314743500179	-2.86148442020368
FDX1	0.00026314743500179	-2.86021494045787
ABCE1	0.00026314743500179	-2.85911403881686
